ID,y
1,95.16832
2,105.29874
3,89.935326
4,77.47129
5,111.13923
8,92.653694
10,110.8998
11,93.7144
12,115.709785
14,94.1697
15,115.57277
16,103.98398
17,96.21658
19,93.98789
20,104.13833
21,100.26391
22,115.766975
23,96.21658
26,94.87412
28,94.08923
29,96.21658
33,96.21658
35,94.46918
41,95.60169
42,94.58694
43,115.74473
45,102.30886
46,103.86093
51,94.27857
53,81.940544
55,112.938225
56,94.00785
57,106.080025
58,94.88518
59,102.58648
63,112.42204
64,94.14054
65,104.13833
69,95.0027
71,95.619545
72,103.59971
73,94.15211
76,102.838234
77,103.84792
78,114.89432
82,94.37202
83,104.13833
84,94.17172
85,103.90986
87,112.57119
88,95.60169
89,112.905914
91,93.80061
93,94.8404
94,103.59996
95,94.87515
96,111.82095
97,93.73029
98,112.5963
99,93.74664
101,104.022606
103,112.905914
104,93.86349
105,111.61628
110,95.06313
111,112.585556
113,113.21319
114,93.99858
115,111.39863
117,112.905914
120,93.743645
121,112.75713
122,93.901474
123,113.07293
126,113.073715
132,112.01443
135,104.04851
137,103.97477
138,94.19833
140,93.98479
142,111.79903
144,112.695435
148,93.44136
149,112.89215
155,94.35621
156,112.59054
157,93.73029
162,113.792595
163,94.88518
167,94.036705
172,115.74473
179,112.70518
180,94.33956
181,112.11718
182,94.575836
183,112.905914
185,112.905914
187,112.29895
188,94.37202
189,94.287766
191,93.51363
192,111.948944
193,94.27859
194,112.11718
195,93.56395
196,112.850006
198,95.03022
199,112.695435
201,103.81865
204,94.06132
205,103.98398
206,94.31042
210,93.7284
211,104.022606
216,112.726616
219,115.709785
220,94.24204
221,111.55724
226,112.11718
227,93.236336
228,112.695435
230,112.67609
231,93.73029
235,115.766975
236,93.72349
238,112.67609
242,103.759575
243,93.80061
244,78.63455
245,111.184395
247,113.07186
248,93.45109
249,94.298004
250,112.50285
251,93.72349
253,115.766975
254,94.000626
256,94.41342
257,93.53748
258,114.28888
259,93.76971
262,79.23987
266,94.01014
267,112.36034
272,103.53912
273,112.905914
275,94.3102
276,112.67055
279,94.15505
280,104.13833
283,93.5636
285,112.64784
288,112.905914
289,94.13596
290,103.86624
291,93.879265
292,112.062225
293,111.415184
296,93.49325
297,112.73084
298,114.89432
299,94.37202
304,93.39833
305,80.768295
306,93.91916
307,112.11718
311,107.394
313,112.11718
314,93.73806
316,93.71817
324,93.942276
327,94.038124
329,93.503296
330,112.11718
337,104.29387
338,94.398445
339,103.50027
340,94.10102
343,93.7519
345,115.57277
346,94.36979
347,112.36034
349,112.68487
350,93.54055
352,113.07124
353,93.438416
354,78.71352
357,94.271355
358,112.67538
362,112.08798
364,115.90709
365,103.88535
366,94.37151
367,112.7778
368,94.25557
370,78.60604
373,95.034645
377,93.59168
378,111.51332
382,102.838234
384,112.695435
390,94.87515
392,112.733315
393,112.349655
395,94.219475
396,104.18866
399,78.525406
406,112.11718
408,112.11718
409,94.07945
410,78.331085
412,114.06611
413,93.33489
419,94.78068
420,112.37351
421,93.44136
430,103.12635
434,94.27857
436,93.891785
437,94.00785
438,93.81804
439,112.67609
440,94.04969
443,112.2743
446,94.06132
448,93.964355
452,94.14157
453,104.18062
457,103.59849
458,94.30975
459,112.23986
460,103.52887
462,104.195335
464,103.84792
465,115.709785
467,117.07762
471,113.16096
472,78.30656
473,95.13995
475,94.052124
480,94.6611
488,111.69441
490,112.11718
491,103.97501
492,78.48386
493,94.31895
497,93.87769
498,112.5884
499,94.53202
500,103.78815
501,94.30975
502,113.40027
506,81.80702
510,111.4361
511,93.40085
512,93.503296
516,93.852585
518,93.67063
519,112.36034
521,93.61197
522,112.70772
526,112.47592
529,94.729256
532,112.36034
533,94.31895
536,112.91966
537,103.17216
539,94.37202
540,103.97501
541,94.06577
543,94.287766
546,112.744
547,93.72349
548,78.63185
551,93.860916
552,104.26617
556,103.16712
557,95.10689
558,112.7778
559,94.17662
560,104.26071
562,103.98398
566,94.65152
570,112.5884
571,94.00785
572,104.13833
573,94.37202
575,115.709785
576,112.53144
577,94.18504
579,93.7049
580,112.16694
581,112.01443
589,112.11718
591,102.703255
593,93.82203
594,103.68402
595,94.114845
598,93.813324
602,111.33767
604,113.01779
606,112.471275
608,94.1516
609,104.022606
610,94.141556
616,112.11756
617,94.87412
618,102.18077
620,103.99713
622,112.24011
623,93.24102
624,150.39316
626,112.445885
628,112.46523
629,94.07553
630,112.67609
637,93.97596
638,103.51319
643,94.59909
645,94.6611
646,114.84793
648,95.373665
652,94.47194
653,94.00785
654,112.5884
656,112.8489
657,94.42555
659,94.48694
660,103.74557
663,93.25935
664,113.05437
666,103.617714
668,111.48227
669,94.25686
671,95.10689
675,93.884254
677,93.5745
678,111.13073
679,102.74366
682,94.635994
685,103.461815
687,94.19833
688,93.57855
693,112.20983
696,93.86159
698,94.27227
701,96.50439
704,103.431145
705,115.709785
709,112.785774
710,94.10761
711,106.1699
712,94.66082
714,112.25681
715,93.54183
716,112.11718
717,94.763374
720,115.57277
721,93.51363
724,102.530945
725,94.0218
726,112.31777
728,111.85465
731,93.540245
734,103.79454
738,93.88678
745,110.33171
746,93.32676
751,78.46451
754,94.0131
756,93.55727
758,94.535034
759,112.56064
761,115.90399
766,94.55099
767,111.79454
768,93.24102
769,112.71231
770,94.70188
771,78.48386
772,105.45785
773,93.860916
774,111.587166
776,112.695435
777,94.02012
780,115.74473
782,103.97501
787,102.80796
788,94.37202
792,93.16673
793,114.16041
798,94.33642
800,93.72417
806,112.11718
809,112.77291
811,113.04979
812,93.31249
814,115.709785
816,101.97659
817,94.17662
818,105.87958
820,110.91535
823,94.30975
829,93.65593
830,112.57997
831,92.955536
834,111.222084
839,94.41342
841,78.613335
844,104.022606
845,94.27857
848,93.39833
850,98.89728
851,103.70541
852,93.91772
854,93.67469
855,95.05323
856,102.04583
859,103.42282
861,111.587166
864,94.02928
865,111.587166
866,93.41461
867,93.7401
869,94.62848
871,93.146385
872,112.11718
882,102.37891
883,94.27857
885,94.165245
888,94.038124
893,112.11718
901,111.13073
903,103.97501
904,94.54612
905,103.766304
910,94.684166
911,111.29204
914,112.743126
918,112.40297
921,93.13468
928,94.31895
929,103.724754
932,94.10645
933,105.233604
934,94.684166
935,112.36034
937,78.397766
939,94.37202
940,102.75568
941,94.31895
942,103.60023
943,94.49218
944,103.41348
947,112.11718
949,111.90049
951,110.35522
952,93.95404
953,103.97501
954,78.46829
957,112.695435
959,93.209366
960,113.16699
963,115.709785
965,112.11718
967,103.28756
971,94.41342
972,78.4812
973,94.30118
974,112.695435
975,94.836075
978,116.43043
980,113.05437
981,94.67176
984,112.87207
986,94.684166
988,93.24102
989,111.56821
990,103.25606
992,111.13073
996,93.98479
999,113.1049
1000,94.10255
1001,111.587166
1002,93.24102
1003,112.695435
1004,93.44136
1008,111.48474
1009,94.189835
1010,105.24408
1012,112.57674
1013,94.11432
1014,112.50422
1015,93.49222
1016,115.709785
1019,93.444626
1020,113.102425
1021,94.684166
1022,103.612434
1024,94.684166
1025,78.74176
1027,94.76047
1028,105.32651
1029,94.94012
1030,94.12211
1033,112.695435
1036,93.41878
1037,111.68907
1038,93.23793
1042,94.37202
1043,103.74667
1044,94.155205
1045,111.464
1047,112.26292
1050,94.287766
1051,112.11718
1054,94.30975
1056,94.67176
1057,94.27857
1059,93.79389
1062,103.508286
1063,103.47459
1064,94.67176
1066,93.68438
1070,105.22703
1076,111.464
1077,104.31427
1078,112.23524
1080,112.29895
1082,112.805275
1083,94.038124
1089,112.95711
1091,94.110756
1093,94.051056
1097,94.87412
1099,93.61194
1101,94.684166
1103,94.97309
1104,111.560234
1106,111.978455
1109,94.06425
1110,112.09412
1111,93.7552
1112,112.51434
1114,94.351204
1116,94.90039
1117,112.298874
1120,93.56359
1124,112.49955
1125,93.90198
1126,112.2206
1134,112.22332
1137,93.932755
1138,112.58529
1144,112.14777
1145,94.18748
1146,93.73806
1148,94.97309
1150,93.54053
1152,104.022606
1153,94.290375
1154,104.08363
1155,94.44465
1157,93.603065
1162,94.44465
1165,112.695435
1166,95.08857
1167,103.535484
1168,94.73782
1169,103.42282
1171,115.766975
1172,94.96987
1173,103.42282
1174,94.39158
1176,95.10689
1177,103.746956
1178,94.34399
1182,112.59054
1186,94.6611
1187,114.35582
1188,94.298004
1189,115.74473
1191,105.55687
1192,94.44465
1197,112.04514
1198,93.2386
1200,78.67762
1201,94.35122
1203,95.10689
1209,115.709785
1214,103.621086
1218,111.130104
1222,94.13367
1226,94.761086
1228,94.30952
1230,94.17868
1232,78.67762
1233,99.8065
1236,112.33555
1238,94.180244
1241,112.14777
1244,104.147354
1246,94.3102
1247,112.99844
1250,112.71299
1251,93.96653
1254,112.45056
1255,94.22784
1256,111.038376
1257,93.94748
1258,94.048874
1259,112.17084
1260,94.24925
1263,112.09412
1267,78.36787
1268,111.780106
1271,94.44465
1272,112.11718
1274,104.179504
1275,94.44465
1276,112.11718
1277,93.425606
1279,93.73806
1281,94.25708
1282,94.298004
1283,112.76782
1285,112.9262
1286,93.932755
1289,112.32822
1296,112.377754
1299,93.54053
1301,94.05742
1306,93.600586
1307,94.34399
1308,93.506714
1313,112.11718
1314,94.35019
1315,112.09412
1316,93.10162
1317,112.11718
1319,93.53535
1323,94.6611
1324,103.48159
1325,94.48605
1328,103.55052
1329,94.67176
1330,111.587166
1331,94.774475
1332,103.850395
1337,94.290375
1338,111.873436
1339,93.61197
1340,111.70275
1343,112.96432
1347,105.8856
1348,94.18227
1349,105.52102
1352,94.04483
1354,94.602295
1359,112.842545
1360,94.305214
1363,111.96223
1364,93.68611
1365,105.12863
1366,93.94882
1372,93.916214
1375,105.54622
1376,93.95439
1378,93.84266
1379,113.3591
1380,94.305214
1381,105.7552
1384,111.80334
1387,94.11342
1388,112.104324
1392,80.01783
1394,105.10222
1395,94.06816
1396,111.96223
1398,94.06651
1399,111.96223
1400,93.679115
1401,94.37921
1403,94.19907
1404,111.532875
1406,111.96223
1407,93.95439
1408,111.96223
1410,79.02467
1412,111.96223
1413,94.29252
1415,94.07902
1420,111.96223
1422,111.13739
1423,106.67646
1424,111.96223
1425,94.38021
1426,79.02467
1427,94.67238
1429,93.799835
1430,112.012085
1431,94.54864
1432,105.40646
1434,112.62982
1437,94.04784
1438,105.442604
1440,111.95972
1441,112.07283
1442,94.18653
1444,112.74412
1445,94.07902
1446,105.37005
1448,94.01203
1453,95.65105
1454,111.96223
1455,94.04784
1456,111.48615
1458,111.96223
1459,93.81933
1461,94.059685
1465,94.11342
1466,111.93849
1469,94.305214
1472,95.65105
1474,93.96382
1477,112.174576
1479,111.79367
1482,94.05191
1483,78.21599
1487,94.30346
1488,112.06214
1490,112.8232
1492,111.89237
1494,116.79655
1496,105.182816
1497,94.872894
1499,94.67238
1502,94.03691
1507,112.15985
1508,94.04483
1509,111.789406
1511,94.677864
1512,111.9801
1513,115.07399
1514,103.68342
1518,112.67546
1519,93.86977
1522,112.1347
1524,79.05709
1527,94.18653
1529,94.20973
1532,104.41749
1536,113.58361
1537,116.761604
1539,106.48061
1542,112.32672
1543,93.95439
1544,105.125175
1545,79.16063
1550,93.95439
1551,112.03323
1554,105.993935
1556,105.37005
1559,95.73616
1560,79.75657
1562,94.434746
1566,93.86977
1567,112.67546
1569,104.44493
1570,113.032524
1571,112.18592
1574,94.04483
1578,105.657776
1580,94.09075
1583,112.2689
1584,94.04483
1585,111.91137
1586,94.22307
1587,112.69481
1588,93.88815
1590,115.09232
1592,103.41305
1596,111.894035
1598,110.68899
1599,93.95439
1604,114.15254
1606,102.99947
1607,94.29252
1608,103.56955
1609,116.37102
1611,94.08821
1613,94.00964
1616,94.488
1619,111.170296
1620,95.01835
1621,112.56151
1622,94.018524
1625,110.91407
1627,116.37102
1629,111.130714
1634,94.214836
1636,93.73416
1638,104.468094
1639,94.18227
1641,94.67238
1643,94.06816
1644,103.999794
1645,116.79655
1646,93.52067
1647,105.993935
1648,94.23725
1652,94.09075
1653,112.58991
1656,95.54767
1658,93.95439
1659,111.96223
1661,93.67623
1663,94.29252
1664,112.800446
1665,94.04784
1666,105.37005
1667,103.109055
1668,79.4141
1669,103.531815
1670,94.138245
1672,112.69481
1674,112.17368
1677,112.06214
1678,94.10493
1679,112.60538
1680,94.436485
1683,106.22433
1686,106.03743
1687,111.13739
1689,112.63477
1690,94.26048
1691,116.64765
1692,112.58991
1693,94.04483
1695,93.963585
1696,95.65105
1697,111.96223
1700,105.37005
1701,94.09004
1702,112.69481
1703,93.95304
1704,112.27206
1706,94.43042
1707,114.08789
1708,94.23725
1710,94.22979
1711,106.16343
1713,105.55529
1717,106.03209
1719,105.657776
1720,93.95439
1722,93.928734
1725,103.41305
1726,94.28911
1727,105.33995
1729,111.28846
1730,94.072365
1731,111.954216
1733,105.37005
1734,94.05703
1735,111.13739
1738,94.00964
1742,93.6899
1745,112.17368
1747,94.09004
1749,94.63368
1751,94.23725
1752,79.33432
1753,103.243385
1754,94.23162
1755,94.4466
1756,105.56538
1758,112.8014
1759,94.325066
1760,105.65765
1761,113.27445
1762,94.27956
1763,112.07626
1764,94.38941
1766,95.29566
1768,94.55397
1769,78.3037
1771,111.86664
1772,93.86653
1773,106.51353
1774,94.71634
1775,112.09573
1777,113.00322
1779,94.325066
1780,107.523224
1787,93.95304
1788,93.87953
1790,94.23725
1796,112.95269
1801,93.83173
1803,94.23725
1807,112.95269
1809,113.792915
1812,94.29575
1813,113.04918
1814,94.86937
1815,112.38995
1816,96.07916
1818,94.20878
1820,94.382706
1821,112.57493
1822,94.325066
1825,94.07584
1826,106.44066
1828,94.23725
1831,104.693756
1836,112.32455
1837,94.459496
1841,94.24105
1844,103.23793
1848,94.398026
1851,106.75784
1852,93.839584
1853,94.4921
1854,111.53565
1856,93.753586
1859,113.792915
1860,94.23725
1861,79.39846
1863,107.18018
1865,94.459496
1866,106.75784
1867,94.5184
1868,93.90182
1872,94.55397
1879,94.264175
1880,106.21086
1882,93.96961
1885,106.50156
1887,105.930626
1888,94.072014
1890,113.471825
1894,94.1236
1895,103.775826
1896,94.99043
1897,113.15459
1900,112.508415
1901,96.63275
1902,112.755516
1905,94.38068
1906,110.93912
1912,105.9826
1915,94.28911
1916,105.55529
1917,94.23725
1918,106.44066
1920,79.176575
1923,94.50495
1924,106.06831
1925,94.28911
1930,116.37102
1932,112.239456
1933,93.657326
1934,112.320625
1935,96.5188
1940,79.02467
1941,93.66393
1942,112.9186
1943,95.89682
1944,94.88308
1945,111.0965
1948,116.761604
1949,95.14062
1952,93.61792
1954,94.32206
1955,112.239456
1958,96.30684
