id,formation_energy_ev_natom,bandgap_energy_ev
1,0.19366151314490332,1.4827523030210163
2,0.074123136297773,3.8029118031024796
3,0.15860098361860242,3.507406136036005
4,0.02824958080994855,3.039736047691062
5,0.13443824182752095,1.5287187434794984
6,0.06897464791779506,4.4460539728812165
7,0.06456691811623627,3.2462422740995276
8,0.1265059586486348,2.049119504889516
9,0.06332084861950915,2.6875648376277566
10,0.23342979999552216,2.9036083013096188
11,0.1913849239130634,1.776754720921366
12,0.1117604363283875,2.789035113621224
13,0.3264530725751815,1.0513426015638352
14,0.1729723689531768,1.9495187038620965
15,0.05783331828145655,0.9749387712207651
16,0.24019804644646814,3.530072908170723
17,0.21079612695401573,1.6616343552928883
18,0.2147984217664809,2.3880404979584644
19,0.36693942893058673,1.3582029778533822
20,0.1882774376040519,1.4261319347011092
21,0.08528234549442892,1.9375471121738528
22,0.15360057993016496,2.9632364618478104
23,0.1708124766887238,1.6895358831814313
24,0.16936647051317744,3.1797264136653167
25,0.024399900806401975,2.5388954300217517
26,0.1498139332846129,0.9634797879890975
27,0.2470888069733883,1.3890212019667403
28,0.21603428601742158,1.9018428988398526
29,0.1151787460261291,1.2114016880784995
30,0.22834380085183814,1.9331744394046955
31,0.24004134888984674,1.0673570916685793
32,0.1434641148647977,1.9048762645572928
33,0.11184231971770586,1.4841310411553073
34,0.1826302761286085,1.761819110064688
35,0.041148269606686716,0.9489996025201761
36,0.20591186362059766,0.8642014021274114
37,0.1579334108323318,3.693922374514769
38,0.1449120619504083,1.4131106965225957
39,0.23981862674316035,1.9860232327406897
40,0.10121266694409936,3.4175679301736315
41,0.05668611178719707,3.9420670075173074
42,0.15575754243750928,3.2589739492537575
43,0.05668611178719707,3.9420670075173074
44,0.19935911896787206,1.2954207465496963
45,0.29645615379113743,0.708665262788337
46,0.033726730844974684,3.8044873687462335
47,0.19994739101256243,1.8519555019885452
48,0.2552146790189811,1.9653139212179522
49,0.22723536495312913,3.394485025788221
50,0.11939889768018008,1.248302946082545
51,0.136969670782219,2.0625183022817284
52,0.0993287899138311,1.6381398528722517
53,0.23222103660852245,1.5653478796453197
54,0.24189468241038115,2.7445422546375897
55,0.13902738265107328,2.716990438494395
56,0.274763022121147,0.5080819913945493
57,0.2097925948623829,2.2810264154379025
58,0.2629244945648048,2.4361170810625596
59,0.1971349175883279,0.9858358306644521
60,0.14325543307787436,2.8289542314123977
61,0.2789379462816024,0.46673992880909343
62,0.18143068425584152,1.6533977315540884
63,0.33432074814829016,1.8063928028651004
64,0.22937176599950804,3.2005995090235917
65,0.349655762202395,1.065466699395599
66,0.06789224441474628,2.687450419786832
67,0.06456691811623627,3.2462422740995276
68,0.21777594129361932,2.1347471919848306
69,0.22697464549626956,3.3394166558135447
70,0.30031892740440025,1.6647074836433933
71,0.060785166129665,2.610244806956034
72,0.1007294731651065,3.0681517799510996
73,0.05790595713775559,2.348865278505773
74,0.10700437300792087,1.9710405346346604
75,0.2506679233143323,1.6225370953159577
76,0.26557072449103813,2.7955182372990586
77,0.33471178299497195,0.9550436098469017
78,0.24640955728521363,2.221873812472187
79,0.18548804573938193,2.445165049296024
80,0.2492120526606223,1.2606935031773832
81,0.10121266694409936,3.4175679301736315
82,0.06222570565384289,3.4653466883764263
83,0.23544038313954063,1.0164792546975567
84,0.07095818959003997,1.0241909287026068
85,0.10121266694409936,3.4175679301736315
86,0.19827831752340574,3.02531837505585
87,0.06405778233938375,3.3748416136857777
88,0.05841782606531276,2.7381019872892427
89,0.09540613428942146,4.322822862232615
90,0.33494989052258384,1.5357176082661148
91,0.09747450098675037,4.232559436437811
92,0.26848327907278424,0.6792526459079218
93,0.2210307210046054,2.2627318875625404
94,0.0201304419501811,2.122331857752795
95,0.06456691811623627,3.2462422740995276
96,0.32503622522426134,1.1320976826947842
97,0.2361427818808426,2.1410622849872807
98,0.03321346776618839,1.3900537885228879
99,0.06961234824758034,2.1040209023467717
100,0.31953766330652034,1.07195592095565
101,0.1680818987479582,1.537975501495744
102,0.033726730844974684,3.8044873687462335
103,0.22639339716410767,2.083460962438178
104,0.3134564916159708,1.446336168216844
105,0.22592405893207546,1.4929807453069879
106,0.09540613428942146,4.322822862232615
107,0.10112830599657041,4.053827413313929
108,0.22030506500282265,2.568363377991275
109,0.20399851083603204,2.190428615437617
110,0.1474819558385716,0.8787878185291382
111,0.31870543560268105,0.7631887207518222
112,0.06698275007970134,3.029301839638399
113,0.20925539513936586,2.4231634236866015
114,0.37475755827029933,2.5349851759538593
115,0.3532815712006492,2.291732660213002
116,0.21521371851359183,2.675335744322758
117,0.1870800155607777,2.1466361850408475
118,0.2457739214666812,2.091840956762924
119,0.2210307210046054,2.2627318875625404
120,0.19711544927272517,2.138596275578118
121,0.24717989608008484,2.2042027039208714
122,0.1607828633503221,1.8462248226557132
123,0.041148269606686716,0.9489996025201761
124,0.3127517533046795,0.3068026840751341
125,0.16633267773791593,1.1486364340088278
126,0.10230536476483265,3.448693825217201
127,0.09664176804743185,2.3580823996323765
128,0.32042648248844463,2.5875892906863185
129,0.3596307182477414,1.2919467614417273
130,0.27864172998196834,1.575494081210799
131,0.1036077137769631,3.4153926400045505
132,0.3072534343507025,0.3610241764481452
133,0.06456691811623627,3.2462422740995276
134,0.18101015519791797,1.3034920313756677
135,0.14727472527864838,2.829383768095013
136,0.17948629341421052,0.8977759429433552
137,0.17991657627235225,0.8840141320395711
138,0.2457739214666812,2.091840956762924
139,0.16344217780810855,1.8557579544594902
140,0.20137588170223464,2.0994209021438266
